iter	RMSE
843	0.7283712835
844	0.7277322447
845	0.7270861396
846	0.7266304575
847	0.726030229
848	0.7251238299
849	0.7245688507
850	0.7236704079
851	0.7224124619
852	0.7210234315
853	0.7204906331
854	0.7195492248
855	0.7184665951
856	0.7177777266
857	0.7168881497
858	0.716297645
859	0.7152467244
860	0.7144858634
861	0.7141787262
862	0.713560719
863	0.7128925297
864	0.712075737
865	0.71136484
866	0.7106635781
867	0.7100785916
868	0.7093782823
869	0.7090383646
870	0.7085282106
871	0.7077099606
872	0.7071949565
873	0.7065406043
874	0.7057766406
875	0.7050128778
876	0.704294817
877	0.703790944
878	0.7028415401
879	0.7018952331
880	0.7013101186
881	0.7004822144
882	0.6997649554
883	0.6986487134
884	0.6983537363
885	0.6975726132
886	0.6970531698
887	0.6966719743
888	0.6961428748
889	0.6948308885
890	0.6941246085
891	0.6935516556
892	0.6929312748
893	0.6923342208
894	0.6916455603
895	0.6911899563
896	0.6903741579
897	0.6898308285
898	0.689055007
899	0.6880638397
900	0.6868941836
901	0.6864653463
902	0.6857055529
903	0.6852142529
904	0.684745553
905	0.6840406755
906	0.6831941982
907	0.6820058857
908	0.6812744875
909	0.6806266757
910	0.6803073218
911	0.6796775396
912	0.6791132845
913	0.6785807999
914	0.6783281597
915	0.677798912
916	0.6774195399
917	0.6764643836
918	0.6754327371
919	0.6747304273
920	0.6741850084
921	0.6729487295
922	0.6723679216
923	0.6717045238
924	0.6710529841
925	0.6703258891
926	0.6695792447
927	0.668917534
928	0.668393109
929	0.6678007062
930	0.6671910776
931	0.6667494393
932	0.6661849192
933	0.6649584037
934	0.6643170479
935	0.6638192705
936	0.6633145766
937	0.6624745309
938	0.6619556281
939	0.6608924772
940	0.6605188384
941	0.6602032497
942	0.6595012962
943	0.6590339355
944	0.6582382205
945	0.6576067888
946	0.6571057196
947	0.6567018384
948	0.6559691219
949	0.6556075248
950	0.654665035
951	0.6542855198
952	0.6535536923
953	0.6532085163
954	0.6526439429
955	0.6520381965
956	0.651289755
957	0.6509848729
958	0.6503487065
959	0.6497135603
960	0.6489276281
961	0.6482722393
962	0.6479361326
963	0.6474890265
964	0.6470581697
965	0.6462921211
966	0.6457040059
967	0.644948976
968	0.6446857054
969	0.6444358273
970	0.643741665
971	0.6429874803
972	0.6419661864
973	0.6414705093
974	0.6396376151
975	0.6388533642
976	0.6376574408
977	0.6372559625
978	0.6363795222
979	0.6357997355
980	0.6345628559
981	0.6338139104
982	0.6331797023
983	0.6329098889
984	0.6324693777
985	0.6318789575
986	0.6313932893
987	0.6307601839
988	0.6301945167
989	0.6287788964
990	0.6277672953
991	0.6271623026
992	0.6263671346
993	0.6256308553
994	0.6253571976
995	0.6248833475
996	0.6243781178
997	0.623645092
998	0.6231220017
999	0.6224694148
